Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Country,Player Count,5000+ Runs Scored,40+ Batting Avg,90+ Batting Strike Rate
AB Barath (2010-2012),2010-2012,2010,2012,14,14,1,394,113,113,30.30,612,64.37,1,1,2,West Indies,1,0,0,0
XM Marshall (2005-2009),2005-2009,2005,2009,24,24,3,375,157*,157,17.85,545,68.80,1,0,5,West Indies,1,0,0,0
S Chattergoon (2006-2009),2006-2009,2006,2009,18,17,2,370,54*,54,24.66,615,60.16,0,2,2,West Indies,1,0,0,0
CB Lambert (1990-1998),1990-1998,1990,1998,11,11,0,368,119,119,33.45,456,80.70,1,2,1,West Indies,1,0,0,0
AR Nurse (2016-2018),2016-2018,2016,2018,40,33,11,368,44,44,16.72,393,93.63,0,0,2,West Indies,1,0,0,0
SP Narine (2011-2016),2011-2016,2011,2016,65,45,12,363,36,36,11.00,441,82.31,0,0,8,West Indies,1,0,0,0
R Rampaul (2003-2015),2003-2015,2003,2015,92,40,11,362,86*,86,12.48,472,76.69,0,1,3,West Indies,1,0,0,0
ADS Fletcher (2008-2016),2008-2016,2008,2016,25,25,0,354,54,54,14.16,549,64.48,0,2,3,West Indies,1,0,0,0
KA Edwards (2011-2014),2011-2014,2011,2014,16,16,2,331,123*,123,23.64,494,67.00,1,0,3,West Indies,1,0,0,0
CR Brathwaite (2011-2018),2011-2018,2011,2018,28,26,2,323,33*,33,13.45,391,82.60,0,0,1,West Indies,1,0,0,0
CA Walsh (1985-2000),1985-2000,1985,2000,205,79,33,321,30,30,6.97,451,71.17,0,0,11,West Indies,1,0,0,0
NAM McLean (1996-2003),1996-2003,1996,2003,45,34,8,314,50*,50,12.07,383,81.98,0,1,7,West Indies,1,0,0,0
RC Fredericks (1973-1977),1973-1977,1973,1977,12,12,0,311,105,105,25.91,440,70.68,1,1,0,West Indies,1,0,0,0
WKM Benjamin (1986-1995),1986-1995,1986,1995,85,52,12,298,31,31,7.45,406,73.39,0,0,10,West Indies,1,0,0,0
DL Murray (1973-1980),1973-1980,1973,1980,26,17,5,294,61*,61,24.50,468,62.82,0,2,0,West Indies,1,0,0,0
RN Lewis (1997-2009),1997-2009,1997,2009,28,21,5,291,49,49,18.18,367,79.29,0,0,1,West Indies,1,0,0,0
IDR Bradshaw (2004-2007),2004-2007,2004,2007,62,34,11,287,37,37,12.47,480,59.79,0,0,6,West Indies,1,0,0,0
NO Miller (2008-2018),2008-2018,2008,2018,50,27,13,284,51,51,20.28,359,79.10,0,1,4,West Indies,1,0,0,0
MA Holding (1976-1987),1976-1987,1976,1987,102,42,11,282,64,64,9.09,377,74.80,0,2,9,West Indies,1,0,0,0
CL King (1976-1980),1976-1980,1976,1980,18,14,2,280,86,86,23.33,267,104.86,0,1,2,West Indies,1,0,0,0
KC Brathwaite (2016-2017),2016-2017,2016,2017,10,10,0,278,78,78,27.80,483,57.55,0,1,0,West Indies,1,0,0,0
JE Taylor (2003-2017),2003-2017,2003,2017,90,42,9,278,43*,43,8.42,323,86.06,0,0,7,West Indies,1,0,0,0
KAJ Roach (2008-2018),2008-2018,2008,2018,80,52,32,276,34,34,13.80,515,53.59,0,0,7,West Indies,1,0,0,0
J Garner (1977-1987),1977-1987,1977,1987,98,41,15,239,37,37,9.19,360,66.38,0,0,5,West Indies,1,0,0,0
DC Thomas (2009-2013),2009-2013,2009,2013,21,19,2,238,37,37,14.00,364,65.38,0,0,3,West Indies,1,0,0,0
AME Roberts (1975-1983),1975-1983,1975,1983,56,32,9,231,37*,37,10.04,357,64.70,0,0,3,West Indies,1,0,0,0
TM Dowlin (2009-2010),2009-2010,2009,2010,11,11,2,228,100*,100,25.33,348,65.51,1,1,2,West Indies,1,0,0,0
M Dillon (1997-2005),1997-2005,1997,2005,108,51,20,227,21*,21,7.32,411,55.23,0,0,9,West Indies,1,0,0,0
FA Rose (1997-2000),1997-2000,1997,2000,27,23,5,217,30,30,12.05,265,81.88,0,0,2,West Indies,1,0,0,0
NO Perry (1999-2000),1999-2000,1999,2000,21,16,8,212,52*,52,26.50,340,62.35,0,1,2,West Indies,1,0,0,0
EAE Baptiste (1983-1990),1983-1990,1983,1990,43,16,4,184,31,31,15.33,241,76.34,0,0,0,West Indies,1,0,0,0
SJ Benn (2008-2016),2008-2016,2008,2016,47,30,7,182,31,31,7.91,240,75.83,0,0,5,West Indies,1,0,0,0
DM Richards (2009-2010),2009-2010,2009,2010,8,7,0,179,59,59,25.57,251,71.31,0,2,0,West Indies,1,0,0,0
RS Gabriel (1984-1984),1984-1984,1984,1984,11,11,0,167,41,41,15.18,360,46.38,0,0,2,West Indies,1,0,0,0
RB Kanhai (1973-1975),1973-1975,1973,1975,7,5,2,164,55,55,54.66,273,60.07,0,2,0,West Indies,1,0,0,0
MV Nagamootoo (2000-2002),2000-2002,2000,2002,24,18,6,162,33,33,13.50,270,60.00,0,0,1,West Indies,1,0,0,0
SC Joseph (2000-2005),2000-2005,2000,2005,13,11,1,161,58,58,16.10,302,53.31,0,1,2,West Indies,1,0,0,0
D Bishoo (2011-2018),2011-2018,2011,2018,37,23,9,155,29*,29,11.07,254,61.02,0,0,7,West Indies,1,0,0,0
D Williams (1988-1997),1988-1997,1988,1997,36,23,7,147,32*,32,9.18,242,60.74,0,0,4,West Indies,1,0,0,0
SE Findlay (2008-2009),2008-2009,2008,2009,9,8,1,146,59*,59,20.85,194,75.25,0,1,0,West Indies,1,0,0,0
DE Bernard (2003-2010),2003-2010,2003,2010,20,12,2,141,38,38,14.10,219,64.38,0,0,1,West Indies,1,0,0,0
OD Gibson (1995-1997),1995-1997,1995,1997,15,11,1,141,52,52,14.10,138,102.17,0,1,1,West Indies,1,0,0,0
KA Hope (2017-2017),2017-2017,2017,2017,7,6,0,138,46,46,23.00,192,71.87,0,0,0,West Indies,1,0,0,0
LG Rowe (1975-1980),1975-1980,1975,1980,11,8,0,136,60,60,17.00,244,55.73,0,1,0,West Indies,1,0,0,0
PA Browne (2008-2008),2008-2008,2008,2008,5,5,1,134,49*,49,33.50,179,74.86,0,0,0,West Indies,1,0,0,0
TRO Payne (1984-1987),1984-1987,1984,1987,7,4,0,126,60,60,31.50,240,52.50,0,1,0,West Indies,1,0,0,0
LR Williams (1996-2001),1996-2001,1996,2001,15,13,2,124,41,41,11.27,186,66.66,0,0,2,West Indies,1,0,0,0
BA Parchment (2007-2008),2007-2008,2007,2008,7,7,0,122,48,48,17.42,217,56.22,0,0,0,West Indies,1,0,0,0
DBL Powell (2002-2009),2002-2009,2002,2009,55,25,3,118,48*,48,5.36,164,71.95,0,0,8,West Indies,1,0,0,0
RL Chase (2017-2018),2017-2018,2017,2018,11,9,1,117,33*,33,14.62,182,64.28,0,0,2,West Indies,1,0,0,0
FL Reifer (1997-2009),1997-2009,1997,2009,8,8,0,117,40,40,14.62,229,51.09,0,0,0,West Indies,1,0,0,0
KMA Paul (2018-2018),2018-2018,2018,2018,11,9,2,115,36,36,16.42,152,75.65,0,0,1,West Indies,1,0,0,0
DP Hyatt (2011-2011),2011-2011,2011,2011,9,9,1,112,39,39,14.00,188,59.57,0,0,1,West Indies,1,0,0,0
CD Collymore (1999-2007),1999-2007,1999,2007,84,35,17,104,13*,13,5.77,261,39.84,0,0,8,West Indies,1,0,0,0
AS Joseph (2016-2018),2016-2018,2016,2018,16,8,5,104,29*,29,34.66,121,85.95,0,0,0,West Indies,1,0,0,0
BP Nash (2008-2009),2008-2009,2008,2009,9,7,3,104,39*,39,26.00,141,73.75,0,0,0,West Indies,1,0,0,0
RO Hinds (2001-2004),2001-2004,2001,2004,14,9,3,101,18*,18,16.83,170,59.41,0,0,0,West Indies,1,0,0,0
LV Garrick (2001-2001),2001-2001,2001,2001,3,3,0,99,76,76,33.00,204,48.52,0,1,0,West Indies,1,0,0,0
AFG Griffith (1996-2000),1996-2000,1996,2000,9,8,1,99,47,47,14.14,177,55.93,0,0,0,West Indies,1,0,0,0
LR Johnson (2008-2015),2008-2015,2008,2015,6,6,0,98,51,51,16.33,175,56.00,0,1,1,West Indies,1,0,0,0
VC Drakes (1995-2004),1995-2004,1995,2004,34,17,5,94,25,25,7.83,174,54.02,0,0,2,West Indies,1,0,0,0
BD Julien (1973-1977),1973-1977,1973,1977,12,8,2,86,26*,26,14.33,148,58.10,0,0,1,West Indies,1,0,0,0
EH Mattis (1981-1981),1981-1981,1981,1981,2,2,0,86,62,62,43.00,190,45.26,0,1,0,West Indies,1,0,0,0
OAC Banks (2003-2005),2003-2005,2003,2005,5,5,0,83,33,33,16.60,149,55.70,0,0,0,West Indies,1,0,0,0
C Hemraj (2018-2018),2018-2018,2018,2018,6,6,0,82,32,32,13.66,98,83.67,0,0,0,West Indies,1,0,0,0
TL Best (2004-2014),2004-2014,2004,2014,26,16,8,76,24,24,9.50,125,60.80,0,0,1,West Indies,1,0,0,0
FH Edwards (2003-2009),2003-2009,2003,2009,50,22,14,73,13,13,9.12,160,45.62,0,0,2,West Indies,1,0,0,0
KCG Benjamin (1992-1996),1992-1996,1992,1996,26,13,7,65,17,17,10.83,80,81.25,0,0,1,West Indies,1,0,0,0
RD King (1998-2005),1998-2005,1998,2005,50,23,14,65,12*,12,7.22,203,32.01,0,0,5,West Indies,1,0,0,0
VA Holder (1973-1978),1973-1978,1973,1978,12,6,1,64,30,30,12.80,85,75.29,0,0,1,West Indies,1,0,0,0
KF Semple (1999-1999),1999-1999,1999,1999,7,6,0,64,23,23,10.66,165,38.78,0,0,0,West Indies,1,0,0,0
CE Cuffy (1994-2002),1994-2002,1994,2002,41,22,8,62,17*,17,4.42,125,49.60,0,0,5,West Indies,1,0,0,0
DR Parry (1978-1980),1978-1980,1978,1980,6,5,1,61,32,32,15.25,77,79.22,0,0,0,West Indies,1,0,0,0
ST Clarke (1978-1982),1978-1982,1978,1982,10,8,2,60,20,20,10.00,58,103.44,0,0,1,West Indies,1,0,0,0
NC McGarrell (1998-2001),1998-2001,1998,2001,17,10,2,60,19,19,7.50,98,61.22,0,0,2,West Indies,1,0,0,0
KD Boyce (1973-1975),1973-1975,1973,1975,8,4,0,57,34,34,14.25,77,74.02,0,0,0,West Indies,1,0,0,0
RG Samuels (1996-1997),1996-1997,1996,1997,8,5,2,54,36*,36,18.00,63,85.71,0,0,0,West Indies,1,0,0,0
CAK Walton (2009-2017),2009-2017,2009,2017,9,8,0,53,19,19,6.62,86,61.62,0,0,4,West Indies,1,0,0,0
AH Gray (1985-1991),1985-1991,1985,1991,25,11,5,51,10*,10,8.50,77,66.23,0,0,1,West Indies,1,0,0,0
WW Daniel (1978-1984),1978-1984,1978,1984,18,5,4,49,16*,16,49.00,56,87.50,0,0,0,West Indies,1,0,0,0
DA Murray (1973-1981),1973-1981,1973,1981,10,7,2,45,35,35,9.00,140,32.14,0,0,1,West Indies,1,0,0,0
BP Patterson (1986-1993),1986-1993,1986,1993,59,20,15,44,13*,13,8.80,101,43.56,0,0,1,West Indies,1,0,0,0
HR Bryan (1999-1999),1999-1999,1999,1999,15,8,2,43,11,11,7.16,71,60.56,0,0,1,West Indies,1,0,0,0
SW Ambris (2017-2017),2017-2017,2017,2017,1,1,1,38,38*,38,-,27,140.74,0,0,0,West Indies,1,0,0,0
PT Collins (1999-2005),1999-2005,1999,2005,30,12,5,30,10*,10,4.28,50,60.00,0,0,2,West Indies,1,0,0,0
IT Shillingford (1978-1978),1978-1978,1978,1978,2,2,0,30,24,24,15.00,38,78.94,0,0,0,West Indies,1,0,0,0
WW Davis (1983-1988),1983-1988,1983,1988,35,5,3,28,10,10,14.00,53,52.83,0,0,0,West Indies,1,0,0,0
RC Haynes (1989-1991),1989-1991,1989,1991,8,6,1,26,18,18,5.20,66,39.39,0,0,2,West Indies,1,0,0,0
FA Allen (2018-2018),2018-2018,2018,2018,4,4,0,25,10,10,6.25,52,48.07,0,0,0,West Indies,1,0,0,0
DK Butler (2005-2006),2005-2006,2005,2006,5,4,3,25,13*,13,25.00,34,73.52,0,0,0,West Indies,1,0,0,0
MLC Foster (1973-1973),1973-1973,1973,1973,2,1,0,25,25,25,25.00,62,40.32,0,0,0,West Indies,1,0,0,0
HAG Anthony (1995-1995),1995-1995,1995,1995,3,3,0,23,21,21,7.66,22,104.54,0,0,1,West Indies,1,0,0,0
AE Greenidge (1978-1978),1978-1978,1978,1978,1,1,0,23,23,23,23.00,33,69.69,0,0,0,West Indies,1,0,0,0
ST Gabriel (2016-2017),2016-2017,2016,2017,18,13,7,21,12*,12,3.50,53,39.62,0,0,3,West Indies,1,0,0,0
S Shivnarine (1978-1978),1978-1978,1978,1978,1,1,1,20,20*,20,-,43,46.51,0,0,0,West Indies,1,0,0,0
RGA Headley (1973-1973),1973-1973,1973,1973,1,1,0,19,19,19,19.00,41,46.34,0,0,0,West Indies,1,0,0,0
V Permaul (2012-2017),2012-2017,2012,2017,7,4,1,19,10,10,6.33,26,73.07,0,0,0,West Indies,1,0,0,0
KOK Williams (2017-2018),2017-2018,2017,2018,8,5,4,19,16*,16,19.00,27,70.37,0,0,0,West Indies,1,0,0,0
CEH Croft (1977-1981),1977-1981,1977,1981,19,6,4,18,8,8,9.00,38,47.36,0,0,0,West Indies,1,0,0,0
JJC Lawson (2001-2005),2001-2005,2001,2005,13,5,2,18,8,8,6.00,16,112.50,0,0,0,West Indies,1,0,0,0
KCB Jeremy (2000-2001),2000-2001,2000,2001,6,4,2,17,8*,8,8.50,42,40.47,0,0,1,West Indies,1,0,0,0
RR Beaton (2017-2017),2017-2017,2017,2017,2,2,1,15,12*,12,15.00,51,29.41,0,0,0,West Indies,1,0,0,0
SS Cottrell (2015-2018),2015-2018,2015,2018,6,4,2,14,8,8,7.00,24,58.33,0,0,0,West Indies,1,0,0,0
LS Baker (2008-2009),2008-2009,2008,2009,10,4,2,13,11*,11,6.50,23,56.52,0,0,1,West Indies,1,0,0,0
RR Emrit (2007-2007),2007-2007,2007,2007,2,2,1,13,13,13,13.00,35,37.14,0,0,0,West Indies,1,0,0,0
RO Hurley (2003-2004),2003-2004,2003,2004,9,4,0,13,6,6,3.25,32,40.62,0,0,1,West Indies,1,0,0,0
J Blackwood (2015-2015),2015-2015,2015,2015,2,2,0,11,9,9,5.50,23,47.82,0,0,0,West Indies,1,0,0,0
D Brown (2001-2002),2001-2002,2001,2002,3,2,1,10,9,9,10.00,20,50.00,0,0,0,West Indies,1,0,0,0
ML Cummins (2014-2017),2014-2017,2014,2017,11,3,1,10,5,5,5.00,27,37.03,0,0,0,West Indies,1,0,0,0
A Martin (2011-2011),2011-2011,2011,2011,9,6,5,10,4*,4,10.00,29,34.48,0,0,0,West Indies,1,0,0,0
GC Tonge (2009-2009),2009-2009,2009,2009,5,4,2,10,5,5,5.00,16,62.50,0,0,0,West Indies,1,0,0,0
RA Austin (1978-1978),1978-1978,1978,1978,1,1,0,8,8,8,8.00,13,61.53,0,0,0,West Indies,1,0,0,0
BS Browne (1994-1994),1994-1994,1994,1994,4,3,2,8,8*,8,8.00,24,33.33,0,0,1,West Indies,1,0,0,0
R Dhanraj (1994-1995),1994-1995,1994,1995,6,2,1,8,8,8,8.00,32,25.00,0,0,0,West Indies,1,0,0,0
EA Moseley (1990-1991),1990-1991,1990,1991,9,6,2,7,2*,2,1.75,15,46.66,0,0,2,West Indies,1,0,0,0
RT Crandon (2009-2009),2009-2009,2009,2009,1,1,0,5,5,5,5.00,9,55.55,0,0,0,West Indies,1,0,0,0
D Ramnarine (1997-2001),1997-2001,1997,2001,4,3,0,5,2,2,1.66,13,38.46,0,0,0,West Indies,1,0,0,0
MI Black (2001-2001),2001-2001,2001,2001,5,2,0,4,4,4,2.00,14,28.57,0,0,1,West Indies,1,0,0,0
CEL Stuart (2001-2001),2001-2001,2001,2001,5,1,1,3,3*,3,-,13,23.07,0,0,0,West Indies,1,0,0,0
MR Pydanna (1980-1983),1980-1983,1980,1983,3,1,1,2,2*,2,-,3,66.66,0,0,0,West Indies,1,0,0,0
ACL Richards (2007-2007),2007-2007,2007,2007,1,1,0,2,2,2,2.00,2,100.00,0,0,0,West Indies,1,0,0,0
PIC Thompson (1997-1997),1997-1997,1997,1997,2,1,0,2,2,2,2.00,7,28.57,0,0,0,West Indies,1,0,0,0
RR Ramdass (2005-2005),2005-2005,2005,2005,1,1,0,1,1,1,1.00,9,11.11,0,0,0,West Indies,1,0,0,0
LR Gibbs (1973-1975),1973-1975,1973,1975,3,1,1,0,0*,0,-,0,-,0,0,0,West Indies,1,0,0,0
OC McCoy (2018-2018),2018-2018,2018,2018,2,1,1,0,0*,0,-,1,0.00,0,0,0,West Indies,1,0,0,0
D Mohammed (2006-2008),2006-2008,2006,2008,7,1,1,0,0*,0,-,2,0.00,0,0,0,West Indies,1,0,0,0
NT Pascal (2009-2009),2009-2009,2009,2009,1,1,0,0,0,0,0.00,1,0.00,0,0,1,West Indies,1,0,0,0
N Phillip (1978-1978),1978-1978,1978,1978,1,1,0,0,0,0,0.00,5,0.00,0,0,1,West Indies,1,0,0,0
GS Sobers (1973-1973),1973-1973,1973,1973,1,1,0,0,0,0,0.00,6,0.00,0,0,1,West Indies,1,0,0,0
O Thomas (2018-2018),2018-2018,2018,2018,4,2,1,0,0*,0,0.00,4,0.00,0,0,1,West Indies,1,0,0,0
MA Small (1984-1984),1984-1984,1984,1984,2,-,-,-,-,-,-,-,-,-,-,-,West Indies,1,0,0,0
CM Tuckett (1998-1998),1998-1998,1998,1998,1,-,-,-,-,-,-,-,-,-,-,-,West Indies,1,0,0,0
SP Fleming (1994-2007),1994-2007,1994,2007,279,268,21,8007,134*,134,32.41,11214,71.40,8,49,17,New Zealand,1,1,0,0
LRPL Taylor (2006-2019),2006-2019,2006,2019,210,195,34,7714,181*,181,47.91,9274,83.17,20,45,9,New Zealand,1,1,1,0
NJ Astle (1995-2007),1995-2007,1995,2007,223,217,14,7090,145*,145,34.92,9760,72.64,16,41,19,New Zealand,1,1,0,0
MJ Guptill (2009-2019),2009-2019,2009,2019,162,159,17,6129,237*,237,43.16,7077,86.60,14,34,13,New Zealand,1,1,1,0
BB McCullum (2002-2016),2002-2016,2002,2016,260,228,28,6083,166,166,30.41,6312,96.37,5,32,20,New Zealand,1,1,0,1
KS Williamson (2010-2019),2010-2019,2010,2019,132,126,11,5316,145*,145,46.22,6384,83.27,11,35,5,New Zealand,1,1,1,0
CL Cairns (1991-2006),1991-2006,1991,2006,214,192,25,4881,115,115,29.22,5827,83.76,4,25,9,New Zealand,1,0,0,0
CD McMillan (1997-2007),1997-2007,1997,2007,197,183,16,4707,117,117,28.18,6198,75.94,3,28,9,New Zealand,1,0,0,0
MD Crowe (1982-1995),1982-1995,1982,1995,143,140,18,4704,107*,107,38.55,6476,72.63,4,34,3,New Zealand,1,0,0,0
SB Styris (1999-2011),1999-2011,1999,2011,188,161,23,4483,141,141,32.48,5645,79.41,4,28,9,New Zealand,1,0,0,0
CZ Harris (1990-2004),1990-2004,1990,2004,250,213,62,4379,130,130,29.00,6583,66.51,1,16,12,New Zealand,1,0,0,0
JG Wright (1978-1992),1978-1992,1978,1992,149,148,1,3891,101,101,26.46,6804,57.18,1,24,9,New Zealand,1,0,0,0
AC Parore (1992-2002),1992-2002,1992,2002,179,161,32,3314,108,108,25.68,4867,68.09,1,14,19,New Zealand,1,0,0,0
KR Rutherford (1985-1995),1985-1995,1985,1995,121,115,9,3143,108,108,29.65,4888,64.30,2,18,6,New Zealand,1,0,0,0
AH Jones (1987-1995),1987-1995,1987,1995,87,87,9,2784,93,93,35.69,4811,57.86,0,25,4,New Zealand,1,0,0,0
RG Twose (1995-2001),1995-2001,1995,2001,87,81,11,2717,103,103,38.81,3603,75.40,1,20,5,New Zealand,1,0,0,0
JDP Oram (2001-2012),2001-2012,2001,2012,160,116,15,2434,101*,101,24.09,2810,86.61,1,13,8,New Zealand,1,0,0,0
L Vincent (2001-2007),2001-2007,2001,2007,102,99,10,2413,172,172,27.11,3453,69.88,3,11,8,New Zealand,1,0,0,0
MJ Greatbatch (1988-1996),1988-1996,1988,1996,84,83,5,2206,111,111,28.28,3099,71.18,2,13,7,New Zealand,1,0,0,0
TWM Latham (2012-2018),2012-2018,2012,2018,77,74,8,2203,137,137,33.37,2674,82.38,4,12,6,New Zealand,1,0,0,0
DL Vettori (1997-2015),1997-2015,1997,2015,291,183,55,2201,83,83,17.19,2657,82.83,0,4,22,New Zealand,1,0,0,0
GD Elliott (2008-2016),2008-2016,2008,2016,83,69,11,1976,115,115,34.06,2416,81.78,2,11,6,New Zealand,1,0,0,0
JV Coney (1979-1987),1979-1987,1979,1987,88,80,19,1874,66*,66,30.72,2885,64.95,0,8,1,New Zealand,1,0,0,0
BA Edgar (1978-1986),1978-1986,1978,1986,64,64,5,1814,102*,102,30.74,3685,49.22,1,10,3,New Zealand,1,0,0,0
Sir RJ Hadlee (1973-1990),1973-1990,1973,1990,115,98,17,1751,79,79,21.61,2319,75.50,0,4,4,New Zealand,1,0,0,0
BA Young (1990-1999),1990-1999,1990,1999,74,73,5,1668,74,74,24.52,2733,61.03,0,9,5,New Zealand,1,0,0,0
GM Turner (1973-1983),1973-1983,1973,1983,41,40,6,1598,171*,171,47.00,2348,68.05,3,9,1,New Zealand,1,0,1,0
JJ Crowe (1983-1990),1983-1990,1983,1990,75,71,12,1518,88*,88,25.72,2456,61.80,0,7,6,New Zealand,1,0,0,0
HJH Marshall (2003-2007),2003-2007,2003,2007,66,62,9,1454,101*,101,27.43,1990,73.06,1,12,3,New Zealand,1,0,0,0
GP Howarth (1975-1985),1975-1985,1975,1985,70,65,5,1384,76,76,23.06,2301,60.14,0,6,1,New Zealand,1,0,0,0
JD Ryder (2008-2014),2008-2014,2008,2014,48,42,1,1362,107,107,33.21,1429,95.31,3,6,5,New Zealand,1,0,0,1
PG Fulton (2004-2009),2004-2009,2004,2009,49,46,5,1334,112,112,32.53,1833,72.77,1,8,2,New Zealand,1,0,0,0
L Ronchi (2013-2017),2013-2017,2013,2017,81,66,9,1321,170*,170,23.17,1183,111.66,1,3,7,New Zealand,1,0,0,1
MS Sinclair (2000-2009),2000-2009,2000,2009,54,50,4,1304,118*,118,28.34,2086,62.51,2,8,8,New Zealand,1,0,0,0
JEC Franklin (2001-2013),2001-2013,2001,2013,110,80,27,1270,98*,98,23.96,1651,76.92,0,4,5,New Zealand,1,0,0,0
CJ Anderson (2013-2017),2013-2017,2013,2017,49,45,5,1109,131*,131,27.72,1020,108.72,1,4,4,New Zealand,1,0,0,1
NL McCullum (2009-2015),2009-2015,2009,2015,84,62,11,1070,65,65,20.98,1220,87.70,0,4,3,New Zealand,1,0,0,0
C Munro (2013-2019),2013-2019,2013,2019,46,42,1,1068,87,87,26.04,1001,106.69,0,7,6,New Zealand,1,0,0,1
IDS Smith (1980-1992),1980-1992,1980,1992,98,77,16,1055,62*,62,17.29,1061,99.43,0,3,7,New Zealand,1,0,0,1
KD Mills (2001-2015),2001-2015,2001,2015,170,101,34,1047,54,54,15.62,1282,81.66,0,2,8,New Zealand,1,0,0,0
JM How (2005-2011),2005-2011,2005,2011,41,37,1,1046,139,139,29.05,1572,66.53,1,7,3,New Zealand,1,0,0,0
BL Cairns (1974-1985),1974-1985,1974,1985,78,65,6,987,60,60,16.72,941,104.88,0,2,6,New Zealand,1,0,0,1
MJ Horne (1997-2002),1997-2002,1997,2002,50,48,0,980,74,74,20.41,1515,64.68,0,5,3,New Zealand,1,0,0,0
SA Thomson (1990-1996),1990-1996,1990,1996,56,52,10,964,83,83,22.95,1427,67.55,0,5,2,New Zealand,1,0,0,0
NT Broom (2009-2017),2009-2017,2009,2017,39,39,4,943,109*,109,26.94,1161,81.22,1,5,7,New Zealand,1,0,0,0
CM Spearman (1995-2001),1995-2001,1995,2001,51,50,0,936,86,86,18.72,1202,77.87,0,5,6,New Zealand,1,0,0,0
JDS Neesham (2013-2019),2013-2019,2013,2019,44,40,9,934,74,74,30.12,910,102.63,0,5,2,New Zealand,1,0,0,1
HM Nicholls (2015-2019),2015-2019,2015,2019,33,31,9,814,124*,124,37.00,913,89.15,1,6,4,New Zealand,1,0,0,0
MJ Santner (2015-2018),2015-2018,2015,2018,53,42,15,771,67,67,28.55,846,91.13,0,2,3,New Zealand,1,0,0,1
CJ Nevin (2000-2003),2000-2003,2000,2003,37,36,0,732,74,74,20.33,1000,73.20,0,4,4,New Zealand,1,0,0,0
TG Southee (2008-2019),2008-2019,2008,2019,137,83,30,660,55,55,12.45,658,100.30,0,1,12,New Zealand,1,0,0,1
JF Reid (1980-1986),1980-1986,1980,1986,25,24,1,633,88,88,27.52,1084,58.39,0,4,0,New Zealand,1,0,0,0
GR Larsen (1990-1999),1990-1999,1990,1999,121,70,27,629,37,37,14.62,970,64.84,0,0,6,New Zealand,1,0,0,0
DJ Nash (1992-2002),1992-2002,1992,2002,81,53,13,624,42,42,15.60,940,66.38,0,0,3,New Zealand,1,0,0,0
DN Patel (1987-1997),1987-1997,1987,1997,75,63,10,623,71,71,11.75,868,71.77,0,1,6,New Zealand,1,0,0,0
RJ Nicol (2011-2013),2011-2013,2011,2013,22,21,2,586,146,146,30.84,776,75.51,2,2,2,New Zealand,1,0,0,0
RT Latham (1990-1994),1990-1994,1990,1994,33,33,4,583,60,60,20.10,1008,57.83,0,1,3,New Zealand,1,0,0,0
BJ Watling (2010-2018),2010-2018,2010,2018,28,25,2,573,96*,96,24.91,838,68.37,0,5,3,New Zealand,1,0,0,0
MC Snedden (1980-1990),1980-1990,1980,1990,93,54,19,535,64,64,15.28,843,63.46,0,1,4,New Zealand,1,0,0,0
LK Germon (1994-1997),1994-1997,1994,1997,37,31,5,519,89,89,19.96,787,65.94,0,3,2,New Zealand,1,0,0,0
JG Bracewell (1983-1990),1983-1990,1983,1990,53,43,12,512,43,43,16.51,717,71.40,0,0,6,New Zealand,1,0,0,0
TE Blain (1986-1994),1986-1994,1986,1994,38,38,11,442,49*,49,16.37,662,66.76,0,0,6,New Zealand,1,0,0,0
AR Adams (2001-2007),2001-2007,2001,2007,42,34,10,419,45,45,17.45,417,100.47,0,0,1,New Zealand,1,0,0,0
C de Grandhomme (2012-2018),2012-2018,2012,2018,22,18,5,392,74*,74,30.15,370,105.94,0,1,1,New Zealand,1,0,0,0
DG Brownlie (2012-2017),2012-2017,2012,2017,16,15,1,361,63,63,25.78,486,74.27,0,1,0,New Zealand,1,0,0,0
BE Congdon (1973-1978),1973-1978,1973,1978,11,9,3,338,101,101,56.33,472,71.61,1,2,0,New Zealand,1,0,0,0
MG Burgess (1973-1981),1973-1981,1973,1981,26,20,0,336,47,47,16.80,515,65.24,0,0,1,New Zealand,1,0,0,0
BR Hartland (1992-1994),1992-1994,1992,1994,16,16,1,311,68*,68,20.73,623,49.91,0,2,1,New Zealand,1,0,0,0
DR Tuffey (2000-2010),2000-2010,2000,2010,94,52,21,295,36,36,9.51,372,79.30,0,0,7,New Zealand,1,0,0,0
SE Bond (2002-2010),2002-2010,2002,2010,82,40,22,292,31*,31,16.22,384,76.04,0,0,2,New Zealand,1,0,0,0
LG Howell (1998-1998),1998-1998,1998,1998,12,12,0,287,68,68,23.91,388,73.96,0,4,1,New Zealand,1,0,0,0
GH Worker (2015-2018),2015-2018,2015,2018,10,10,2,272,58,58,34.00,379,71.76,0,3,0,New Zealand,1,0,0,0
KJ Wadsworth (1973-1976),1973-1976,1973,1976,13,10,1,258,104,104,28.66,334,77.24,1,0,1,New Zealand,1,0,0,0
JFM Morrison (1975-1983),1975-1983,1975,1983,18,15,3,252,55,55,21.00,472,53.38,0,1,0,New Zealand,1,0,0,0
